trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
778,False,"{'a': 0.00299815767, 'e': 0.0970463414884553}",20,14,11.92763655926294,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
779,False,"{'a': 0.00299815767, 'e': 0.09675581699212554}",20,6,23.47705759561909,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
780,False,"{'a': 0.00299815767, 'e': 0.09646616222959176}",20,2,17.689213955822215,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 0}",1
781,False,"{'a': 0.00299815767, 'e': 0.09617737459715998}",25,1,33.42769588721166,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
782,False,"{'a': 0.00299815767, 'e': 0.09588945149893086}",20,0,21.89048059810089,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
783,False,"{'a': 0.00299815767, 'e': 0.09560239034677627}",20,0,31.822157555727046,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
784,False,"{'a': 0.00299815767, 'e': 0.09531618856031612}",30,12,35.08485445134759,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
785,False,"{'a': 0.00299815767, 'e': 0.0950308435668951}",30,13,22.080709629567572,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
786,False,"{'a': 0.00299815767, 'e': 0.09474635280155957}",20,8,19.944066282134184,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
787,False,"{'a': 0.00299815767, 'e': 0.09446271370703452}",20,8,19.650470422770024,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
788,False,"{'a': 0.00299815767, 'e': 0.09417992373370057}",20,9,8.15186347972097,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
789,False,"{'a': 0.00299815767, 'e': 0.09389798033957104}",30,13,31.409899900571602,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
790,False,"{'a': 0.00299815767, 'e': 0.09361688099026914}",20,10,14.691063674385834,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
791,False,"{'a': 0.00299815767, 'e': 0.09333662315900514}",20,7,11.369313482557708,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
792,False,"{'a': 0.00299815767, 'e': 0.09305720432655368}",25,11,20.363898164059034,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
793,False,"{'a': 0.00299815767, 'e': 0.09277862198123113}",20,7,21.430909832512697,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
794,False,"{'a': 0.00299815767, 'e': 0.09250087361887299}",30,4,44.9923717322492,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
795,False,"{'a': 0.00299815767, 'e': 0.09222395674281145}",20,0,-14.47858895865073,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
796,False,"{'a': 0.00299815767, 'e': 0.09194786886385282}",25,7,30.89962347360756,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
797,False,"{'a': 0.00299815767, 'e': 0.09167260750025528}",25,6,-12.609195179256766,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 1}",1
798,False,"{'a': 0.00299815767, 'e': 0.09139817017770649}",25,5,26.513828426771468,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
799,False,"{'a': 0.00299815767, 'e': 0.09112455442930141}",20,9,18.501321979149882,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
800,False,"{'a': 0.00299815767, 'e': 0.09085175779552006}",20,3,20.608923909272754,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
801,False,"{'a': 0.00299815767, 'e': 0.09057977782420547}",20,0,1.4140126120866425,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
802,False,"{'a': 0.00299815767, 'e': 0.0903086120705416}",35,21,24.598453488874497,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
803,False,"{'a': 0.00299815767, 'e': 0.09003825809703138}",25,11,25.56224677016011,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
804,False,"{'a': 0.00299815767, 'e': 0.0897687134734748}",20,0,23.572408895645264,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
805,False,"{'a': 0.00299815767, 'e': 0.08949997577694707}",20,0,16.376472325714712,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
806,False,"{'a': 0.00299815767, 'e': 0.0892320425917768}",25,2,34.90426565841694,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
807,False,"{'a': 0.00299815767, 'e': 0.08896491150952436}",20,12,15.870981802585113,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
808,False,"{'a': 0.00299815767, 'e': 0.08869858012896016}",25,0,37.82868077732118,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
809,False,"{'a': 0.00299815767, 'e': 0.08843304605604309}",20,12,1.6913915401971975,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
810,False,"{'a': 0.00299815767, 'e': 0.08816830690389901}",25,8,30.23557641575548,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
811,False,"{'a': 0.00299815767, 'e': 0.08790436029279931}",25,11,24.422761027963936,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
812,False,"{'a': 0.00299815767, 'e': 0.08764120385013946}",20,0,-11.89196253769475,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
813,False,"{'a': 0.00299815767, 'e': 0.08737883521041775}",30,4,39.784616142555414,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
814,False,"{'a': 0.00299815767, 'e': 0.08711725201521398}",25,0,28.550072817625882,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
815,False,"{'a': 0.00299815767, 'e': 0.08685645191316825}",25,8,31.892440009738866,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
816,False,"{'a': 0.00299815767, 'e': 0.08659643255995993}",30,20,19.658861323552603,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
817,False,"{'a': 0.00299815767, 'e': 0.08633719161828642}",20,2,28.15653843963503,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
818,False,"{'a': 0.00299815767, 'e': 0.08607872675784228}",20,2,23.511439356786614,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
819,False,"{'a': 0.00299815767, 'e': 0.08582103565529821}",25,19,12.212260010603641,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
820,False,"{'a': 0.00299815767, 'e': 0.08556411599428018}",20,6,24.806945267319456,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
821,False,"{'a': 0.00299815767, 'e': 0.08530796546534865}",20,2,-19.07400102621198,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
822,False,"{'a': 0.00299815767, 'e': 0.08505258176597771}",20,4,16.730828667369252,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
823,False,"{'a': 0.00299815767, 'e': 0.08479796260053452}",25,14,18.023263499670882,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
824,False,"{'a': 0.00299815767, 'e': 0.08454410568025854}",35,13,20.76717880404,"{0: 21, 1: 0, 2: 0, 3: 1, 4: 0}",1
825,False,"{'a': 0.00299815767, 'e': 0.08429100872324106}",35,22,21.805755078967383,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
826,False,"{'a': 0.00299815767, 'e': 0.08403866945440465}",25,0,42.234131239239495,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
827,False,"{'a': 0.00299815767, 'e': 0.08378708560548266}",25,9,14.823231515107585,"{0: 14, 1: 2, 2: 0, 3: 0, 4: 0}",1
828,False,"{'a': 0.00299815767, 'e': 0.0835362549149989}",25,10,21.31371918928079,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
829,False,"{'a': 0.00299815767, 'e': 0.08328617512824732}",25,15,17.162241152538684,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
830,False,"{'a': 0.00299815767, 'e': 0.08303684399727168}",20,13,-8.685967798660032,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
831,False,"{'a': 0.00299815767, 'e': 0.08278825928084535}",25,9,31.586518298646016,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
832,False,"{'a': 0.00299815767, 'e': 0.08254041874445124}",20,2,-15.144180827335415,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
833,False,"{'a': 0.00299815767, 'e': 0.08229332016026164}",20,14,10.89329921080055,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
834,False,"{'a': 0.00299815767, 'e': 0.0820469613071182}",30,12,-20.68832145157633,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
835,False,"{'a': 0.00299815767, 'e': 0.08180133997051198}",20,0,30.301419117501737,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
836,False,"{'a': 0.00299815767, 'e': 0.08155645394256357}",30,0,20.29043143681709,"{0: 28, 1: 0, 2: 2, 3: 0, 4: 0}",0
837,False,"{'a': 0.00299815767, 'e': 0.08131230102200322}",25,10,0.9756679072877774,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
838,False,"{'a': 0.00299815767, 'e': 0.08106887901415101}",25,11,25.446825549096417,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
839,False,"{'a': 0.00299815767, 'e': 0.0808261857308972}",30,11,30.071672025165373,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
840,False,"{'a': 0.00299815767, 'e': 0.0805842189906825}",20,0,30.424217313581693,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
841,False,"{'a': 0.00299815767, 'e': 0.0803429766184785}",20,11,14.852632685793322,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
842,False,"{'a': 0.00299815767, 'e': 0.08010245644576809}",25,12,-43.06715170013013,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 1}",1
843,False,"{'a': 0.00299815767, 'e': 0.07986265631052598}",20,0,20.048757808626185,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
844,False,"{'a': 0.00299815767, 'e': 0.07962357405719929}",20,8,20.45575253299918,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
845,False,"{'a': 0.00299815767, 'e': 0.07938520753668811}",20,11,22.11506890430698,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
846,False,"{'a': 0.00299815767, 'e': 0.07914755460632625}",20,0,10.034974565896547,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
847,False,"{'a': 0.00299815767, 'e': 0.07891061312986193}",20,10,18.543324428489086,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
848,False,"{'a': 0.00299815767, 'e': 0.07867438097743863}",20,2,31.823481385919607,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
849,False,"{'a': 0.00299815767, 'e': 0.07843885602557586}",20,0,20.05866488359434,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
850,False,"{'a': 0.00299815767, 'e': 0.07820403615715019}",30,0,18.796609849959278,"{0: 28, 1: 0, 2: 2, 3: 0, 4: 0}",0
851,False,"{'a': 0.00299815767, 'e': 0.07796991926137609}",20,0,2.8860193334553856,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
852,False,"{'a': 0.00299815767, 'e': 0.07773650323378707}",25,13,-28.94133313589667,"{0: 9, 1: 1, 2: 0, 3: 2, 4: 0}",1
853,False,"{'a': 0.00299815767, 'e': 0.07750378597621668}",25,7,17.771019481798945,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
854,False,"{'a': 0.00299815767, 'e': 0.07727176539677975}",20,5,26.470148800455984,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
855,False,"{'a': 0.00299815767, 'e': 0.07704043940985339}",20,11,-24.98647578608732,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
856,False,"{'a': 0.00299815767, 'e': 0.07680980593605846}",25,18,13.437372142207568,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
857,False,"{'a': 0.00299815767, 'e': 0.07657986290224081}",20,7,20.688401304158564,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
858,False,"{'a': 0.00299815767, 'e': 0.07635060824145257}",25,0,-47.41614220309336,"{0: 21, 1: 0, 2: 2, 3: 1, 4: 1}",0
859,False,"{'a': 0.00299815767, 'e': 0.07612203989293366}",35,21,25.551718850226173,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
860,False,"{'a': 0.00299815767, 'e': 0.07589415580209322}",25,13,9.756881924517936,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
861,False,"{'a': 0.00299815767, 'e': 0.07566695392049114}",25,8,30.971055593844294,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
862,False,"{'a': 0.00299815767, 'e': 0.07544043220581967}",25,13,24.553131063273387,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
863,False,"{'a': 0.00299815767, 'e': 0.07521458862188507}",30,8,0.2283152241662365,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
864,False,"{'a': 0.00299815767, 'e': 0.07498942113858924}",20,0,33.26473650468182,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
865,False,"{'a': 0.00299815767, 'e': 0.07476492773191157}",20,8,7.2900344065969565,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
866,False,"{'a': 0.00299815767, 'e': 0.07454110638389065}",20,0,16.260905655154517,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
867,False,"{'a': 0.00299815767, 'e': 0.07431795508260622}",25,3,24.95557961660825,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
868,False,"{'a': 0.00299815767, 'e': 0.074095471822161}",25,3,31.07704919393597,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
869,False,"{'a': 0.00299815767, 'e': 0.07387365460266272}",20,0,28.923797210772452,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
870,False,"{'a': 0.00299815767, 'e': 0.07365250143020614}",20,5,-0.681471361151136,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
871,False,"{'a': 0.00299815767, 'e': 0.07343201031685508}",20,0,27.28189244164818,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
872,False,"{'a': 0.00299815767, 'e': 0.07321217928062458}",30,22,8.747592981908557,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
873,False,"{'a': 0.00299815767, 'e': 0.07299300634546312}",25,12,23.2187481451599,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
874,False,"{'a': 0.00299815767, 'e': 0.07277448954123476}",25,7,20.936380977471295,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
875,False,"{'a': 0.00299815767, 'e': 0.07255662690370157}",35,20,29.489750457250103,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
876,False,"{'a': 0.00299815767, 'e': 0.07233941647450583}",20,16,9.113213464965433,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
877,False,"{'a': 0.00299815767, 'e': 0.07212285630115252}",20,14,11.429037941850764,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
878,False,"{'a': 0.00299815767, 'e': 0.07190694443699175}",20,0,31.13448456267245,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
879,False,"{'a': 0.00299815767, 'e': 0.07169167894120122}",20,0,26.272351588018225,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
880,False,"{'a': 0.00299815767, 'e': 0.07147705787876886}",25,0,-10.19872756672343,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 1}",0
881,False,"{'a': 0.00299815767, 'e': 0.07126307932047532}",20,6,27.847377619307185,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
882,False,"{'a': 0.00299815767, 'e': 0.07104974134287674}",25,5,20.996361384015632,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
883,False,"{'a': 0.00299815767, 'e': 0.07083704202828739}",20,3,28.530542791030857,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
884,False,"{'a': 0.00299815767, 'e': 0.07062497946476246}",20,6,26.74917081802568,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
885,False,"{'a': 0.00299815767, 'e': 0.07041355174608085}",25,0,35.04209967054941,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
886,False,"{'a': 0.00299815767, 'e': 0.0702027569717281}",25,11,8.771785992716776,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
887,False,"{'a': 0.00299815767, 'e': 0.0699925932468792}",35,6,50.18484120084036,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 0}",1
888,False,"{'a': 0.00299815767, 'e': 0.06978305868238167}",35,24,17.142816874734383,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
889,False,"{'a': 0.00299815767, 'e': 0.06957415139473848}",20,0,29.523189970680672,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
890,False,"{'a': 0.00299815767, 'e': 0.06936586950609118}",20,5,-20.27213861168464,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
891,False,"{'a': 0.00299815767, 'e': 0.06915821114420301}",25,0,6.920333573350719,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
892,False,"{'a': 0.00299815767, 'e': 0.06895117444244206}",25,11,26.506113625435244,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
893,False,"{'a': 0.00299815767, 'e': 0.0687447575397645}",25,11,-12.242179062365892,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
894,False,"{'a': 0.00299815767, 'e': 0.06853895858069785}",25,0,19.092310223025073,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
895,False,"{'a': 0.00299815767, 'e': 0.06833377571532427}",25,6,21.076388650664978,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
896,False,"{'a': 0.00299815767, 'e': 0.06812920709926401}",30,8,35.94956235103047,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
897,False,"{'a': 0.00299815767, 'e': 0.06792525089365874}",20,12,14.152243307482308,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
898,False,"{'a': 0.00299815767, 'e': 0.06772190526515506}",20,13,12.465466076481132,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
899,False,"{'a': 0.00299815767, 'e': 0.06751916838588805}",20,0,20.650408216834833,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
900,False,"{'a': 0.00299815767, 'e': 0.06731703843346477}",20,7,25.38703037859264,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
901,False,"{'a': 0.00299815767, 'e': 0.06711551359094797}",20,1,-7.388771057917383,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 0}",1
902,False,"{'a': 0.00299815767, 'e': 0.06691459204683967}",25,0,39.15695266010253,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
903,False,"{'a': 0.00299815767, 'e': 0.0667142719950649}",25,14,17.48081840201494,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
904,False,"{'a': 0.00299815767, 'e': 0.06651455163495551}",20,0,32.68457726422873,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
905,False,"{'a': 0.00299815767, 'e': 0.06631542917123395}",30,0,23.911848247139446,"{0: 28, 1: 0, 2: 2, 3: 0, 4: 0}",0
906,False,"{'a': 0.00299815767, 'e': 0.06611690281399712}",30,21,12.78201904794173,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
907,False,"{'a': 0.00299815767, 'e': 0.0659189707787003}",20,9,19.03743074657788,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
908,False,"{'a': 0.00299815767, 'e': 0.06572163128614111}",25,9,29.088108460471553,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
909,False,"{'a': 0.00299815767, 'e': 0.06552488256244351}",30,18,13.012648426201693,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
910,False,"{'a': 0.00299815767, 'e': 0.06532872283904183}",30,0,6.409707531852693,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 1}",1
911,False,"{'a': 0.00299815767, 'e': 0.06513315035266494}",20,14,9.688250518769689,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
912,False,"{'a': 0.00299815767, 'e': 0.06493816334532031}",30,15,25.632472381401467,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
913,False,"{'a': 0.00299815767, 'e': 0.0647437600642783}",20,16,5.731456099768213,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
914,False,"{'a': 0.00299815767, 'e': 0.06454993876205635}",20,13,15.334286570377575,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
915,False,"{'a': 0.00299815767, 'e': 0.06435669769640326}",30,14,28.676807045688392,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
916,False,"{'a': 0.00299815767, 'e': 0.06416403513028357}",25,15,12.651191429128474,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
917,False,"{'a': 0.00299815767, 'e': 0.06397194933186191}",30,9,-0.8397189231994806,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 1}",1
918,False,"{'a': 0.00299815767, 'e': 0.0637804385744875}",25,11,23.591996116189556,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
919,False,"{'a': 0.00299815767, 'e': 0.06358950113667848}",30,8,35.138824776541675,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
920,False,"{'a': 0.00299815767, 'e': 0.06339913530210664}",20,6,23.706748299955528,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
921,False,"{'a': 0.00299815767, 'e': 0.06320933935958183}",20,8,9.046598596549767,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
922,False,"{'a': 0.00299815767, 'e': 0.06302011160303662}",35,21,27.428438186886584,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
923,False,"{'a': 0.00299815767, 'e': 0.06283145033151105}",35,9,43.67299265835584,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
924,False,"{'a': 0.00299815767, 'e': 0.0626433538491372}",25,3,23.899231350084666,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
925,False,"{'a': 0.00299815767, 'e': 0.06245582046512404}",20,12,12.889070647362372,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
926,False,"{'a': 0.00299815767, 'e': 0.062268848493742195}",20,12,15.584790266830925,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
927,False,"{'a': 0.00299815767, 'e': 0.06208243625430883}",20,10,4.245331977757873,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
928,False,"{'a': 0.00299815767, 'e': 0.06189658207117249}",20,10,17.786846907642982,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
929,False,"{'a': 0.00299815767, 'e': 0.061711284273698076}",20,0,32.368462592893735,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
930,False,"{'a': 0.00299815767, 'e': 0.06152654119625181}",20,10,18.095260764007648,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
931,False,"{'a': 0.00299815767, 'e': 0.061342351178186275}",25,6,35.61083313561092,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
932,False,"{'a': 0.00299815767, 'e': 0.06115871256382547}",25,11,14.885234368297308,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
933,False,"{'a': 0.00299815767, 'e': 0.060975623702449945}",30,10,30.094022713785137,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
934,False,"{'a': 0.00299815767, 'e': 0.06079308294828196}",25,17,14.274324630368524,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
935,False,"{'a': 0.00299815767, 'e': 0.060611088660470665}",30,14,-15.666751612741669,"{0: 14, 1: 0, 2: 0, 3: 2, 4: 0}",1
936,False,"{'a': 0.00299815767, 'e': 0.0604296392030774}",20,15,3.537670288083244,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
937,False,"{'a': 0.00299815767, 'e': 0.06024873294506096}",20,0,26.964683985828874,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
938,False,"{'a': 0.00299815767, 'e': 0.060068368260262905}",20,4,28.838353924134545,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
939,False,"{'a': 0.00299815767, 'e': 0.059888543527393}",20,4,21.426118156469972,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
940,False,"{'a': 0.00299815767, 'e': 0.059709257130014605}",25,8,31.032701759708168,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
941,False,"{'a': 0.00299815767, 'e': 0.05953050745653016}",20,0,8.237143494446368,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
942,False,"{'a': 0.00299815767, 'e': 0.059352292900166685}",20,1,17.05411031248617,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
943,False,"{'a': 0.00299815767, 'e': 0.059174611858961355}",25,5,8.904765082008591,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
944,False,"{'a': 0.00299815767, 'e': 0.058997462735747075}",25,11,26.549573061139764,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
945,False,"{'a': 0.00299815767, 'e': 0.05882084393813815}",35,21,25.168837600919097,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
946,False,"{'a': 0.00299815767, 'e': 0.05864475387851595}",25,0,40.67769506404662,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
947,False,"{'a': 0.00299815767, 'e': 0.05846919097401465}",25,3,17.274089463907742,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
948,False,"{'a': 0.00299815767, 'e': 0.058294153646507}",20,0,14.725298788762691,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
949,False,"{'a': 0.00299815767, 'e': 0.05811964032259014}",30,18,23.870005713043206,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
950,False,"{'a': 0.00299815767, 'e': 0.05794564943357146}",20,2,19.209056187096365,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
951,False,"{'a': 0.00299815767, 'e': 0.05777217941545448}",20,9,20.807071781443078,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
952,False,"{'a': 0.00299815767, 'e': 0.057599228708924824}",25,8,16.542392874255572,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
953,False,"{'a': 0.00299815767, 'e': 0.05742679575933616}",25,15,14.501365096311257,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
954,False,"{'a': 0.00299815767, 'e': 0.05725487901669628}",20,5,26.58692451479629,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
955,False,"{'a': 0.00299815767, 'e': 0.05708347693565312}",25,12,23.251077261868154,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
